"","Id","vannlnr","vannlnr2","x","y","var1.pred","var1.var"
"836",0,0,63380,1034863.70829391,7825567.70635162,87.8344134147367,6054.45113796499
"837",0,0,58521,897753.067131984,7646322.75791442,143.216580840585,6927.84317935075
"838",0,0,58410,886686.861828951,7660001.16033923,120.759808195792,6407.75637718592
"839",0,0,58250,864871.8292262,7669134.57912264,100.463945234482,5976.59415040496
"840",0,0,58233,862223.339317739,7669537.04576007,98.9985105038049,5947.28248217489
"841",0,0,34098,189363.384291983,6967208.99424629,216.692210843115,6025.19339068336
"842",0,0,16336,85388.8578460296,6753268.11404714,421.401917978598,5581.82138886744
"843",0,0,49514,696812.011586136,7593983.52965824,103.503530083726,5472.63581945045
"844",0,0,35977,193066.150752968,7083104.31778841,193.317280677442,4069.8589303149
"845",0,0,36088,207763.26394451,7064379.91648676,202.872580372082,5302.96095860716
"846",0,0,523,227653.668358107,6755785.58255258,463.311562788269,835.546430684163
"847",0,0,696,422357.149125037,7177233.83955027,261.076277030447,3771.8891534978
"848",0,0,10069,95657.6932716385,6517909.06957703,755.526350118583,2752.01538851763
"849",0,0,23363,30946.4716441305,6662993.61919308,632.490136683766,1107.55981222163
"850",0,0,48635,610896.003122761,7590448.533735,113.297636451125,6614.89998250282
"851",0,0,1222,537486.275891867,7682398.29862568,120.141522799364,5425.92057696061
"852",0,0,1064,66513.4366996238,6599491.65389771,686.8258259514,1234.09828525923
"853",0,0,1529,12025.9340366855,6551290.2103184,735.083277824115,4111.66563315922
"854",0,0,48034,520336.142162838,7551579.1910328,142.925953107601,2560.44631143387
"855",0,0,45761,557855.800784438,7511397.59813119,166.359512925526,2179.10543144639
"856",0,0,46677,554695.514784545,7438369.76766443,215.295281519233,2482.56180446136
"857",0,0,44049,451463.305171977,7417730.99232345,197.288281752237,2915.0293557962
"858",0,0,469,491188.419374038,7256001.39773004,224.448376094228,2368.91126435932
"859",0,0,43277,446200.730851566,7228093.76458472,252.694937246498,6947.53224999638
"860",0,0,482,422535.687849839,7227862.1828472,265.483823312058,4279.64030984003
