"ebint","ebhex","depth","area","longitude","latitude","clust30","clust30a"
1450925,"0x1623ad",7.7,596561,18.5309579,66.7917936,5,26
3835347,"0x3a85d3",3.6,126975,21.0699821,66.7085425,19,28
8749309,"0x8580fd",11.5,1324234,21.2272112,66.7754418,12,28
8627061,"0x83a375",5.8,341726,23.0660558,66.726146,30,28
9400314,"0x8f6ffa",5.8,330858,22.6620768,66.8922869,12,28
4809868,"0x49648c",3.4,118195,17.4212713,66.9778742,5,26
8501235,"0x81b7f3",12.9,1676784,17.9232218,66.9670412,5,26
10810494,"0xa4f47e",2.8,79611,19.3368688,66.945745,12,28
10598270,"0xa1b77e",5.2,271605,20.4902368,66.9820424,12,28
16540610,"0xfc63c2",2.9,84227,21.5008356,66.935047,12,28
13702630,"0xd115e6",7.3,527198,17.1483298,67.3168919,5,26
6071675,"0x5ca57b",13,1699086,23.1190612,66.4579545,30,28
3644739,"0x379d43",4.2,175492,16.0921226,66.6509206,5,26
3235825,"0x315ff1",5.6,316295,22.2243937,66.5802854,19,28
4056236,"0x3de4ac",4.6,207900,16.1100634,66.7156175,5,26
12608786,"0xc06512",5.3,279587,19.2768159,66.6717865,19,17
8555819,"0x828d2b",3.1,93371,19.2991927,66.665885,19,17
5863391,"0x5977df",10.1,1015846,18.7533305,66.5692388,19,17
13847113,"0xd34a49",9.5,893803,19.1990515,66.5781803,19,17
9621384,"0x92cf88",8.3,689705,19.8889771,66.5629964,19,17
3237932,"0x31682c",9.5,910962,23.6075694,66.4280066,30,28
7698713,"0x757919",3.6,126790,22.711505,66.4482281,30,28
12956631,"0xc5b3d7",10.7,1142266,17.7886891,66.5904563,5,26
13897875,"0xd41093",3.9,155987,17.703504,66.5348544,5,26
15323162,"0xe9d01a",7.5,562536,18.4888112,66.5193609,19,17
10227914,"0x9c10ca",2.2,46391,16.4775465,66.5639015,5,26
11147851,"0xaa1a4b",2.3,54945,20.7386465,66.4970468,19,17
6709015,"0x665f17",5.2,266734,16.4494322,66.5617883,5,26
15812337,"0xf146f1",3.7,140593,17.2821716,66.6700008,5,26
13020265,"0xc6ac69",4.1,167619,17.0822343,66.6573585,5,26
12392647,"0xbd18c7",7.9,617973,21.9162111,66.5483427,19,28
1192970,"0x12340a",10.7,1145919,17.6755143,66.6896854,5,26
7394948,"0x70d684",2.6,65585,20.8714844,66.5539442,19,17
12021404,"0xb76e9c",7.6,571960,19.6438938,66.6021672,19,17
9463331,"0x906623",2.8,75994,20.6179359,66.5808104,19,17
12115928,"0xb8dfd8",3.7,135938,18.4175225,66.6215785,5,26
12310535,"0xbbd807",6.8,458527,15.9261458,66.640699,5,26
3469184,"0x34ef80",6.2,380677,17.2514351,66.5323417,5,26
9545891,"0x91a8a3",9.4,879135,23.2713265,66.2561752,30,17
15137146,"0xe6f97a",8.1,657458,18.1775936,66.4369489,5,26
9663988,"0x9375f4",9.5,903040,21.4327812,65.2723662,19,17
11227916,"0xab530c",10.4,1079363,21.1324448,64.6273467,18,4
2795159,"0x2aa697",4.7,222165,19.9375012,64.6842069,18,4
5467587,"0x536dc3",9.4,891753,19.6272283,64.687291,18,4
4581371,"0x45e7fb",12.6,1588876,20.839412,65.5834541,19,17
10309199,"0x9d4e4f",7.8,609577,19.2275499,65.9960923,19,17
5173111,"0x4eef77",6.6,435096,18.5954234,66.4250856,19,17
7807304,"0x772148",8.8,772380,20.7975237,66.3718067,19,17
6446400,"0x625d40",6.7,450160,19.3196019,66.42274,19,17
6696631,"0x662eb7",2.5,61483,17.0950629,66.461516,5,26
10360937,"0x9e1869",2.2,47116,17.3976734,66.5258669,5,26
14897026,"0xe34f82",2.4,56970,16.4702847,66.5347776,5,26
5417203,"0x52a8f3",11.3,1275451,19.5333277,66.4558133,19,17
15206497,"0xe80861",14.9,2223731,18.8486174,66.4604348,19,17
9094591,"0x8ac5bf",6,362067,23.3348514,66.318906,30,17
15918373,"0xf2e525",3,92690,23.3043944,66.1291912,30,17
15923996,"0xf2fb1c",7.2,513591,21.8151521,66.1988429,19,17
10031067,"0x990fdb",12.9,1670325,21.5443698,66.1550427,19,17
3096297,"0x2f3ee9",8.2,667134,22.9037005,66.0865559,30,17
11609604,"0xb12604",6.3,393272,22.4883127,66.1149629,19,17
7528773,"0x72e145",9.8,967410,18.0496429,66.2886521,19,26
1084984,"0x108e38",4.4,197448,18.9874935,66.2667987,19,17
14429057,"0xdc2b81",4,163334,20.5161337,66.2246545,19,17
1501873,"0x16eab1",9.1,836810,20.5799419,66.2610234,19,17
12650847,"0xc1095f",3.9,155108,21.9402655,66.2008383,19,17
2558660,"0x270ac4",11.6,1351020,19.5834871,66.2760502,19,17
13223254,"0xc9c556",2.4,56847,17.9325081,66.3140521,5,26
7011178,"0x6afb6a",8.4,709066,22.058274,66.1407317,19,17
13793259,"0xd277eb",9.6,915727,17.3304359,66.2650089,5,26
1872128,"0x1c9100",3.5,122721,17.0948643,66.3641429,5,26
14405033,"0xdbcda9",6.9,471123,18.2863858,66.3598121,19,17
12467415,"0xbe3cd7",3.4,116857,21.0130264,66.2809247,19,17
9893142,"0x96f516",8.2,675398,18.8370816,66.3419973,19,17
16144744,"0xf65968",8.1,663556,19.7686132,66.3011494,19,17
14630642,"0xdf3ef2",13.1,1719463,21.2163235,66.3458591,19,17
11695016,"0xb273a8",5.9,353644,16.9773727,66.4414697,5,26
1183083,"0x120d6b",7.7,586403,23.5141803,66.2179065,30,17
232727,"0x38d17",5.8,330808,20.1442074,66.3402417,19,17
11187036,"0xaab35c",5,248008,20.0702924,66.3539713,19,17
14444945,"0xdc6991",12.8,1638139,23.2127953,66.2585772,30,17
13563391,"0xcef5ff",4.5,203341,23.7310064,65.8883575,30,17
8804871,"0x865a07",5.6,313326,17.433371,66.1417266,5,26
1961027,"0x1dec43",4.4,190316,21.6275129,66.028308,19,17
10204941,"0x9bb70d",3.8,146449,23.2757995,65.9015943,30,17
659707,"0xa10fb",3.7,140107,17.7882372,66.0762169,19,17
10648498,"0xa27bb2",4.3,184641,19.9503633,66.038097,19,17
6765439,"0x673b7f",11.2,1254254,17.6596756,66.0828522,19,26
5046748,"0x4d01dc",3.6,130470,20.0529991,66.1320882,19,17
14850498,"0xe299c2",2.9,86485,20.4255266,66.1146461,19,17
4638004,"0x46c534",12,1448935,23.8855298,65.9501898,30,25
9121624,"0x8b2f58",7,492806,22.8895979,66.0002303,30,17
5916442,"0x5a471a",5.5,301917,21.1998874,66.0679258,19,17
12156869,"0xb97fc5",11.1,1224855,21.7698378,66.0597952,19,17
15811443,"0xf14373",10.4,1080918,23.3101106,66.0422483,30,17
13003398,"0xc66a86",2.2,49459,18.670699,66.2605196,19,17
11124452,"0xa9bee4",8.1,652194,21.9221052,66.2059612,19,17
11620696,"0xb15158",4.9,242283,22.2895811,66.1985348,19,17
8479510,"0x816316",7.9,630409,18.9422329,65.6500603,19,17
7747946,"0x76396a",5.6,315922,19.0693379,65.1369294,19,4
3373868,"0x337b2c",8.8,781656,23.5486221,65.8747601,30,17
12610137,"0xc06a59",9.4,883659,19.6739222,65.5281539,19,17
15405953,"0xeb1381",7.9,617381,16.3250455,66.55073,5,26
11367230,"0xad733e",4.4,196399,20.862225,64.4274839,18,4
2611729,"0x27da11",8.3,692726,21.8390325,65.8448589,19,17
11617843,"0xb14633",9.2,853888,21.5972768,65.8617154,19,17
229519,"0x3808f",9.1,825467,22.6337662,65.8282685,19,17
4276332,"0x41406c",7.3,530251,19.1893594,65.9412164,19,17
10802157,"0xa4d3ed",6.4,411714,18.341095,65.9499498,19,17
4128957,"0x3f00bd",7.4,552238,17.5531344,65.9231733,19,17
10639792,"0xa259b0",4.7,220557,23.0079127,65.7603552,30,17
8685508,"0x8487c4",14,1955237,21.2350543,65.8319224,19,17
16511874,"0xfbf382",5.9,350411,18.1913046,65.9317685,19,17
8446870,"0x80e396",11.8,1381923,21.7335951,65.8142268,19,17
16153568,"0xf67be0",11.3,1267878,21.9384603,65.5858043,19,17
11612370,"0xb130d2",9.4,881323,19.893043,65.7284776,19,17
13091923,"0xc7c453",14.3,2034838,18.5440244,65.6699015,19,17
3621561,"0x3742b9",4.2,180482,17.99926,65.6962699,19,17
15845929,"0xf1ca29",3.2,102397,20.7641372,65.618201,19,17
4308841,"0x41bf69",2.6,68025,20.1648695,65.5971407,19,17
2969082,"0x2d4dfa",14.8,2178134,20.3957844,65.5905676,19,17
11733257,"0xb30909",4.4,194137,19.1466212,65.7359472,19,17
2210686,"0x21bb7e",10.6,1118327,20.2474479,65.7504416,19,17
12038497,"0xb7b161",3.7,138292,18.8269278,65.7806267,19,17
7119114,"0x6ca10a",12.7,1607858,21.2354876,65.7059465,19,17
10125755,"0x9a81bb",10.2,1038110,19.8892215,65.6772033,19,17
6717926,"0x6681e6",3.3,107449,19.9231175,65.6839224,19,17
2737909,"0x29c6f5",3.7,138291,20.046456,65.6658686,19,17
6208023,"0x5eba17",13.5,1827664,19.0887604,65.7139158,19,17
10025307,"0x98f95b",7,489637,17.2863942,66.7558422,5,26
3980041,"0x3cbb09",5.9,352428,15.9210349,66.8026653,5,26
8905076,"0x87e174",2.9,82179,20.356002,68.8599188,15,10
10409903,"0x9ed7af",3.3,107135,19.5683125,65.8244249,19,17
811672,"0xc6298",4.1,169990,20.7548929,65.7356428,19,17
8312155,"0x7ed55b",2.8,79512,20.3585882,65.7612934,19,17
13298452,"0xcaeb14",6,365938,19.7867601,65.7815031,19,17
8212142,"0x7d4eae",2.6,69194,17.7594202,65.8218233,19,17
11615371,"0xb13c8b",10.6,1127515,17.9676219,65.8046937,19,17
14344209,"0xdae011",5,245068,20.6341391,65.7351472,19,17
4515718,"0x44e786",4.3,184699,18.3804294,65.8212399,19,17
9813205,"0x95bcd5",2.6,66964,18.0799615,65.8996516,19,17
10845763,"0xa57e43",12.7,1610432,21.4365406,65.2279106,19,17
10536883,"0xa0c7b3",3.5,121256,20.3037762,65.2817061,19,17
5911078,"0x5a3226",2.7,73378,20.0354866,65.2692729,19,17
1939263,"0x1d973f",2.8,77241,20.4929643,65.2605375,19,17
13628816,"0xcff590",6.4,412123,20.3132618,65.4192373,19,17
406758,"0x634e6",4,157172,18.0526971,65.4664418,19,17
8241856,"0x7dc2c0",10.4,1072090,21.564324,65.2989139,19,17
6180995,"0x5e5083",2.3,53176,21.6044644,65.3087504,19,17
7113351,"0x6c8a87",10.9,1194433,21.5128078,65.4483551,19,17
12362667,"0xbca3ab",3.3,106600,18.9494464,65.5006622,19,17
10478015,"0x9fe1bf",7.6,570764,18.786665,65.5319225,19,17
12585406,"0xc009be",7.4,547887,19.1071552,65.4690286,19,17
1818127,"0x1bbe0f",6.2,381130,18.8642786,65.4536104,19,17
3049837,"0x2e896d",3.8,147376,20.3492108,65.4409717,19,17
14013347,"0xd5d3a3",3.1,93393,19.2232838,65.5791928,19,17
1707957,"0x1a0fb5",3.8,144880,19.2130023,65.5859828,19,17
16223680,"0xf78dc0",9,811081,21.4006717,65.533938,19,17
8390925,"0x80090d",10,991028,20.3049561,65.5171153,19,17
9442228,"0x9013b4",5.6,312149,20.0704264,65.5400136,19,17
3794803,"0x39e773",6.7,442328,17.2049359,66.5699316,5,26
3327875,"0x32c783",6.9,478119,16.9244986,66.6710419,5,26
986528,"0xf0da0",10.5,1110914,16.8746016,66.419461,5,26
13667537,"0xd08cd1",14.9,2228093,18.831023,65.2724071,19,17
7845887,"0x77b7ff",4.5,204378,20.3148199,65.3670621,19,17
12737760,"0xc25ce0",5.2,274649,20.7147643,64.667383,18,4
16205943,"0xf74877",13.4,1806969,19.5565732,65.154164,19,17
7658445,"0x74dbcd",5.5,300935,19.3026734,65.0765182,19,4
4326403,"0x420403",1.5,21174,21.3470494,65.0194699,19,17
129344,"0x1f940",3,91747,19.703506,65.2048003,19,17
14570201,"0xde52d9",3.9,151941,18.5676107,65.2358241,19,4
4376192,"0x42c680",8.5,720749,19.9188927,65.2343841,19,17
4889588,"0x4a9bf4",3.7,134599,21.1162876,65.1081752,19,17
7364977,"0x706171",11.4,1292057,20.1727952,65.1740862,19,17
16683658,"0xfe928a",8.8,779781,19.5168958,64.8987057,18,4
9472968,"0x908bc8",9.5,905231,20.2892745,64.8306679,18,4
4212019,"0x404533",4.8,228663,19.2020251,64.9220065,18,4
3090852,"0x2f29a4",11,1216385,19.9683671,65.0316926,19,4
15214321,"0xe826f1",10.4,1080173,19.7160195,65.0623052,19,4
5622044,"0x55c91c",11.7,1366220,20.429982,65.0028189,19,4
16209303,"0xf75597",8.4,702178,19.1950573,65.0192204,18,4
11261102,"0xabd4ae",3.2,99802,20.2989922,64.7313017,18,4
8683325,"0x847f3d",2.7,71026,20.0195377,64.5600718,18,4
720128,"0xafd00",3.5,123786,20.6058143,64.6314442,18,4
2308624,"0x233a10",7.3,534821,20.2506672,64.6465127,18,4
5274559,"0x507bbf",3.9,148259,20.9801701,64.6093634,18,4
5000906,"0x4c4eca",7.3,538458,19.2745451,66.0218215,19,17
4472982,"0x444096",6.7,454810,18.0014185,67.9927656,4,23
8233007,"0x7da02f",5.3,276922,18.2357544,68.1407206,4,23
892840,"0xd9fa8",3.7,137040,19.8233541,68.3658162,12,10
15313016,"0xe9a878",7.5,568206,17.8523081,66.1645215,19,26
7842155,"0x77a96b",11.3,1279639,18.620997,66.3201555,19,17
859861,"0xd1ed5",9.2,845780,20.1402629,64.4167862,18,4
12325344,"0xbc11e0",11,1218355,21.2785243,64.4633372,18,4
1775489,"0x1b1781",8.9,795067,20.9065363,64.6928187,18,4
1230741,"0x12c795",9.4,875368,19.7777533,64.7346658,18,4
1944676,"0x1dac64",5.6,312158,20.0783564,64.7239068,18,4
12937049,"0xc56759",7.7,586603,20.7847004,64.2937142,18,4
1407005,"0x15781d",5.1,261750,16.7521745,66.4167998,5,26
9677582,"0x93ab0e",4.4,192255,19.0668904,68.4720159,4,10
14946607,"0xe4112f",2.5,61053,22.0798508,68.3985666,12,8
9927618,"0x977bc2",2.4,58259,21.2221964,68.3738307,12,10
8675905,"0x846241",2.7,71794,21.4646613,68.3375848,12,28
14773105,"0xe16b71",2.6,65551,22.0522681,68.2893726,12,8
10756670,"0xa4223e",1.9,35784,22.3611897,68.2104946,12,8
16580816,"0xfd00d0",1.9,37843,21.9606145,68.1843022,12,28
16077691,"0xf5537b",2.3,54024,22.6160438,67.9915739,12,28
15838602,"0xf1ad8a",1.9,36216,20.7041463,68.010806,12,28
1956825,"0x1ddbd9",2,40183,23.1135049,67.7758269,12,28
10252586,"0x9c712a",8.4,697505,20.1340159,67.8568428,12,28
14630814,"0xdf3f9e",1.9,36262,21.8144207,67.5500628,12,28
743110,"0xb56c6",1.8,31076,21.1369673,67.3708624,12,28
14623801,"0xdf2439",5.5,300472,21.5503687,65.4268756,19,17
5936931,"0x5a9723",1.7,29361,20.2576084,67.0501081,12,28
16533860,"0xfc4964",2.8,75741,20.1162345,66.9554136,12,28
2580191,"0x275edf",3.7,138709,20.611947,66.789745,12,28
3495643,"0x3556db",3,92336,22.4536107,65.8618151,19,17
5384575,"0x52297f",6.2,381060,22.2898664,65.7266267,19,17
6777742,"0x676b8e",2.5,61075,19.2803511,65.6782645,19,17
7579780,"0x73a884",8.8,766397,19.1168911,65.7665689,19,17
15370859,"0xea8a6b",12.7,1606556,18.3362819,66.6842094,5,26
14651660,"0xdf910c",4.9,238435,19.0004719,66.6973522,19,17
8523772,"0x820ffc",6.2,389575,16.4698663,66.8470106,5,26
603032,"0x93398",3.3,110475,18.9837377,66.8802575,5,17
10374284,"0x9e4c8c",13,1690610,24.1179958,66.8983185,30,28
4321619,"0x41f153",2.4,55527,23.2297676,67.5151439,12,28
9339720,"0x8e8348",11.9,1417469,23.9766935,67.8260088,14,8
14667854,"0xdfd04e",1.9,37220,18.2115336,68.0244317,4,23
11980492,"0xb6cecc",9.9,984331,23.5592369,67.8987618,14,8
15842949,"0xf1be85",4.4,196512,23.6093807,68.0874974,14,8
8511485,"0x81dffd",9,817888,23.4659992,68.1234041,14,8
6969165,"0x6a574d",7.7,588834,23.466117,68.1719085,14,8
15330008,"0xe9ead8",10.1,1013199,23.2818419,68.1705259,14,8
10514640,"0xa070d0",6.6,435832,17.8756599,66.3045108,5,26
8159024,"0x7c7f30",8.1,653421,23.6693403,67.4696913,12,28
10942568,"0xa6f868",9.2,837703,16.8701821,66.4397305,5,26
7542557,"0x73171d",2.8,76774,18.0304714,66.4029357,5,26
12434873,"0xbdbdb9",3,91052,23.1490531,68.3570999,14,8
13843814,"0xd33d66",7.8,600919,23.2171556,68.3417024,14,8
11344907,"0xad1c0b",6.5,427592,23.2693777,68.2902522,14,8
541429,"0x842f5",2.1,45224,21.4133854,68.7561022,15,10
13751856,"0xd1d630",10.3,1061682,21.734029,68.7387734,15,10
13899844,"0xd41844",4.6,207772,20.3448073,68.7432196,15,10
7846898,"0x77bbf2",3,89656,21.7392587,68.6848435,15,10
13328502,"0xcb6076",6,365106,21.1052933,69.0156082,15,10
917675,"0xe00ab",14.1,1980243,21.0905038,68.8879998,15,10
5145368,"0x4e8318",4.7,224677,21.220521,68.8722421,15,10
6873897,"0x68e329",8.5,729427,21.5379143,68.8683281,15,10
9124272,"0x8b39b0",9.7,942813,20.9840079,68.8945657,15,10
5221699,"0x4fad43",4.1,168448,21.0387578,68.8789523,15,10
15942043,"0xf3419b",2.1,42561,20.4817973,68.878038,15,10
15015538,"0xe51e72",10.7,1143711,21.2072755,68.8456661,15,10
8087656,"0x7b6868",6.6,438674,21.8343687,68.828555,15,10
7057845,"0x6bb1b5",6.2,384279,21.3663378,68.8614656,15,10
5906073,"0x5a1e99",4,163694,17.7083919,67.8638762,4,23
1974737,"0x1e21d1",3.3,105685,17.4844011,67.6463339,4,23
14419470,"0xdc060e",8.1,652504,20.2550266,68.4457668,12,10
10886161,"0xa61c11",7.7,587152,20.3353478,68.4293809,12,10
1419571,"0x15a933",4.1,169862,22.6901625,68.4908115,14,8
15491495,"0xec61a7",4.6,207168,23.0111279,68.5061986,14,8
4398653,"0x431e3d",8.4,701033,22.8691687,68.5093513,14,8
9125022,"0x8b3c9e",13.5,1831645,22.7911375,68.4984681,14,8
11322162,"0xacc332",11.6,1335542,20.6185571,68.5110075,12,10
15251961,"0xe8b9f9",6.2,382472,23.145832,68.4284773,14,8
8607952,"0x8358d0",3.4,116315,22.9287473,68.4296311,14,8
13263342,"0xca61ee",3.4,116803,22.9662329,68.4713306,14,8
2095430,"0x1ff946",6.4,409565,22.298216,68.4945241,14,8
14512372,"0xdd70f4",6.5,425297,23.1234967,68.4335706,14,8
3309416,"0x327f68",6.7,448390,23.2802747,68.4358664,14,8
238640,"0x3a430",10.1,1027816,16.9155375,66.6382297,5,26
7269976,"0x6eee58",8.8,780966,17.598785,66.3227405,5,26
5538046,"0x5480fe",3.1,96917,19.1880101,66.2958985,19,17
1904499,"0x1d0f73",2.4,55486,17.5703224,66.3380698,5,26
318337,"0x4db81",3.5,121035,19.2142814,66.6292259,19,17
816672,"0xc7620",8.8,767296,19.1711613,66.6167202,19,17
936938,"0xe4bea",7.5,567455,14.3790939,64.9301432,7,20
14431315,"0xdc3453",3,92935,17.459605,66.4062995,5,26
7440134,"0x718706",1.8,33522,19.2702584,66.5006427,19,17
16390256,"0xfa1870",8.4,699359,18.045664,62.8876922,11,12
9471331,"0x908563",9.3,857746,20.6954425,68.6941921,15,10
7598289,"0x73f0d1",4.2,176890,20.6370426,68.7397955,15,10
15417466,"0xeb407a",2.5,63365,18.2249255,67.139432,5,26
13491584,"0xcddd80",2.4,59592,16.6657896,67.5702251,4,23
947141,"0xe73c5",12.1,1468237,15.473749,65.7501504,17,20
3964852,"0x3c7fb4",8.4,709247,14.6300279,60.0167427,2,11
3310098,"0x328212",9.2,842874,13.7134085,60.3383768,2,2
16097108,"0xf59f54",2.4,55356,15.9797748,60.7221987,2,14
6900264,"0x694a28",6.7,444371,14.7326419,59.285341,25,11
8257932,"0x7e018c",5.5,305525,12.9605356,62.3790012,21,30
4364196,"0x4297a4",7.6,576573,15.6887797,61.5759733,11,14
12164546,"0xb99dc2",2.6,69756,13.4208306,63.0446022,21,30
1518272,"0x172ac0",14.8,2187997,16.7535404,63.0584779,11,12
10060044,"0x99810c",6.2,382613,12.42063,62.3468747,21,30
1035739,"0xfcddb",8.4,702840,12.4639428,62.3469402,21,30
6762183,"0x672ec7",5.6,310499,13.3679667,56.3032464,16,3
3529263,"0x35da2f",10.8,1167359,13.3097792,56.2787919,16,3
3306901,"0x327595",5.1,257866,13.4206702,56.1284877,16,3
3343739,"0x33057b",6.7,448154,13.4051461,56.1136292,16,3
14503087,"0xdd4caf",4,161367,13.1540997,56.1609754,16,3
7976633,"0x79b6b9",16.3,2654320,13.7307596,55.5330212,16,3
6821380,"0x681604",9.7,940440,13.57213,56.4545591,16,3
9261401,"0x8d5159",2.8,80959,13.0722137,56.6368623,16,3
15453842,"0xebce92",6.1,372541,13.6043812,56.5506773,16,3
10150344,"0x9ae1c8",2.7,73885,13.4393542,56.352413,16,3
13467834,"0xcd80ba",11,1217874,13.5211197,56.4130017,16,3
11945915,"0xb647bb",10,999090,13.554752,56.4363998,16,3
2297845,"0x230ff5",5.5,300897,13.1227729,56.8127966,16,3
5252751,"0x50268f",2.2,48370,14.4111479,57.0880173,16,5
10652389,"0xa28ae5",11.6,1344863,12.5393448,57.0690654,16,3
11552083,"0xb04553",4.9,238761,12.9382377,57.0708699,16,3
2915275,"0x2c7bcb",7.1,500083,13.56502,57.0846208,16,3
12067544,"0xb822d8",7.6,581833,12.8007303,57.0319119,16,3
11397356,"0xade8ec",6.4,409174,13.0196247,57.0347534,16,3
11152093,"0xaa2add",3.6,126885,13.3951006,57.0423891,16,3
2698786,"0x292e22",3.5,120170,13.5630983,57.0592677,16,3
12439167,"0xbdce7f",4.3,185531,14.1867341,57.0773609,16,5
1613945,"0x18a079",9.7,939450,13.8902447,57.0652425,16,3
6299372,"0x601eec",5.5,302170,15.9733322,61.2686674,2,14
718720,"0xaf780",10.2,1032810,16.9634218,62.8716064,11,12
815465,"0xc7169",8.1,656069,14.7384393,60.7217842,2,14
14830405,"0xe24b45",9,814983,16.6695345,60.7225448,2,14
15872071,"0xf23047",10.2,1034119,13.1338987,60.9050543,2,14
6197538,"0x5e9122",6.8,460425,16.1382873,61.2217182,2,14
3034626,"0x2e4e02",8.1,653332,13.7691812,61.2520663,2,14
1939958,"0x1d99f6",10.7,1153918,14.6149813,61.724051,11,14
15517668,"0xecc7e4",3.4,116254,15.2758483,61.5687257,11,14
14900823,"0xe35e57",12.4,1542340,15.6961357,62.0632529,11,14
15780604,"0xf0cafc",3.5,120873,15.3429388,62.0587706,11,14
12335666,"0xbc3a32",3.1,94358,17.8810943,63.0460137,11,12
6493823,"0x63167f",9.7,950618,16.2813033,62.7553086,11,12
6441784,"0x624b38",3.2,102246,12.2821746,62.6632579,21,30
4371569,"0x42b471",2.9,86218,17.628922,62.8316373,11,12
9228613,"0x8cd145",7.8,608557,16.0071768,62.8421125,11,12
1166414,"0x11cc4e",3.7,137281,16.3564998,62.8387458,11,12
15540370,"0xed2092",8.8,768089,12.5454087,62.8716242,21,30
13681805,"0xd0c48d",10.9,1182984,15.60374,62.9035527,11,12
9387248,"0x8f3cf0",2.4,60024,13.4638618,62.8911382,21,30
12405541,"0xbd4b25",4.9,243479,12.1947876,62.8640692,21,30
4206457,"0x402f79",3.2,99323,13.2206604,62.8594849,21,30
15561122,"0xed71a2",3.6,127852,13.3221413,62.8627227,21,30
8014045,"0x7a48dd",3.6,129144,15.7628423,62.9996072,11,12
4968399,"0x4bcfcf",14.4,2084736,15.4768495,62.9908483,11,12
11033706,"0xa85c6a",7.4,549602,13.7457914,62.9797452,21,30
11729173,"0xb2f915",2.1,43192,12.4958135,62.955736,21,30
4639116,"0x46c98c",7.6,583803,13.1791851,56.9868268,16,3
15791360,"0xf0f500",10.4,1082590,16.9765387,60.5783022,2,14
7321604,"0x6fb804",10.7,1153053,13.3592957,61.499077,21,14
10755862,"0xa41f16",8.3,690035,12.8450356,62.1142036,21,30
15848527,"0xf1d44f",12.7,1602659,15.1221632,62.6141429,11,12
6374318,"0x6143ae",2.5,64052,13.3463591,63.1320303,21,30
13395882,"0xcc67aa",7.1,502148,16.247226,60.3209898,2,11
16734680,"0xff59d8",7.5,569983,15.1324199,60.322518,2,14
12051480,"0xb7e418",7.8,614259,15.6004361,60.3262062,2,11
115404,"0x1c2cc",9.9,971375,15.9382387,60.3239736,2,11
14135407,"0xd7b06f",4.7,220504,15.4904505,60.5873929,2,14
13108434,"0xc804d2",5.3,284319,16.0603282,60.5947621,2,14
4832020,"0x49bb14",10.5,1094670,14.3535766,60.4893997,2,14
9767689,"0x950b09",11.1,1230986,14.4449409,60.4756793,2,14
5300940,"0x50e2cc",5.5,306265,13.8547982,60.4769216,2,14
5225534,"0x4fbc3e",8.7,748912,15.9079755,60.8867283,2,14
13204006,"0xc97a26",8.5,715211,16.322754,60.8942771,2,14
15070987,"0xe5f70b",4,163958,14.2027864,60.8863294,2,14
4967335,"0x4bcba7",2.6,70166,13.2693238,60.8742066,2,14
15418794,"0xeb45aa",7.3,529434,16.2068938,61.1599773,2,14
15118657,"0xe6b141",3.6,127076,13.0659656,62.448732,21,30
276100,"0x43684",4.2,176293,17.2665538,62.4675833,11,12
12499692,"0xbebaec",4.3,187442,12.6474512,62.4384164,21,30
4253491,"0x40e733",4.1,166344,16.8630443,62.4066557,11,12
11945199,"0xb644ef",8.8,782461,14.8822462,62.5761552,11,12
6449308,"0x62689c",8.9,792118,13.9897498,62.5642629,21,30
14602522,"0xded11a",4.7,218600,17.4433793,61.6883101,11,14
245885,"0x3c07d",2.6,67557,17.3727797,61.6907902,11,14
9588605,"0x924f7d",8.6,736158,15.9565618,61.7082893,11,14
5412781,"0x5297ad",5.3,275974,14.8358267,61.9873098,11,14
3467861,"0x34ea55",9.6,921486,17.823257,63.0603467,11,12
9279481,"0x8d97f9",4.6,213294,12.6534596,63.0413464,21,30
3577770,"0x3697aa",5.7,321435,13.5140358,63.062327,21,30
11351558,"0xad3606",2.9,81706,13.0653561,63.0582265,21,30
1948630,"0x1dbbd6",3.6,127318,12.5494741,63.1375462,21,30
1310792,"0x140048",5.2,267329,13.8724845,63.1626942,21,30
12236489,"0xbab6c9",4.6,211828,13.4726024,62.1240426,21,30
14582087,"0xde8147",2.5,62151,14.7233263,62.1354714,11,14
5934021,"0x5a8bc5",11.1,1239525,17.1489172,62.1335623,11,12
1645294,"0x191aee",3.9,148883,13.6226234,60.680185,2,14
2918897,"0x2c89f1",4.3,180821,15.2516085,61.3685928,2,14
16006891,"0xf43eeb",10.9,1192325,17.0142252,62.1103398,11,12
4697469,"0x47ad7d",9.9,979921,14.9312793,63.0472419,11,12
1254448,"0x132430",9.4,886828,16.061847,60.5593852,2,14
4148834,"0x3f4e62",3.7,140586,14.0292297,60.9781571,2,14
300045,"0x4940d",2.9,83408,13.8663663,60.9777538,2,14
8898246,"0x87c6c6",6,356326,14.2060417,60.9804583,2,14
16169008,"0xf6b830",7.9,620420,15.957177,62.611021,11,12
7951920,"0x795630",11.6,1335336,12.8530389,61.6806345,21,30
10876123,"0xa5f4db",5.4,293659,15.7956388,61.5976187,11,14
1605481,"0x187f69",8.8,774553,14.4408334,61.5897425,11,14
2757207,"0x2a1257",6.4,414393,12.7479267,61.5752252,21,30
14324873,"0xda9489",3.7,136041,15.1708943,62.0195799,11,14
11677539,"0xb22f63",9.7,938633,17.2570335,62.0104692,11,12
13846447,"0xd347af",7.8,615601,13.5588284,63.0801838,21,30
16504138,"0xfbd54a",9.4,880392,14.5225454,63.1023607,11,12
2708630,"0x295496",3.4,118025,12.8173068,63.0675873,21,30
