"","Id","vannlnr","vnnlnr2","NO_SE_D","mrros_historical_1961_1990","mrros_rcp45_2071_2100","mrros_rcp85_2071_2100","tas_historical_1961_1990","tas_rcp45_2071_2100","tas_rcp85_2071_2100","pr_historical_1961_1990","pr_rcp45_2071_2100","pr_rcp85_2071_2100","tasmin_historical_1961_1990","tasmin_rcp45_2071_2100","tasmin_rcp85_2071_2100","tasmax_historical_1961_1990","tasmax_rcp45_2071_2100","tasmax_rcp85_2071_2100","trange_historical_1961_1990","trange_rcp45_2071_2100","trange_rcp85_2071_2100","tmin_month_historical_1961_1990","tmax_month_historical_1961_1990"
"34",0,4448,4448,266.358571428571,7.96556659512489e-06,7.57726532417905e-06,6.48358202523797e-06,274.867484257373,277.461088241572,279.121148259946,2.5758106694966e-05,2.78728254121666e-05,2.84215269218689e-05,262.095170612265,265.085560492394,267.707148597541,289.543848621074,291.452119060775,292.933333929849,27.4486780088092,26.3665585683818,25.2261853323077,"Jan","Jun"
"35",0,3723,33723,638.68275862069,1.47750945410481e-05,1.38871438382695e-05,1.27276798743652e-05,273.021965786439,275.616729811849,277.205440029451,3.45888767632885e-05,3.67831152533539e-05,3.71536402810822e-05,262.295002808903,264.914781717045,267.24375559789,286.373436585339,288.394823665897,289.991733276071,24.0784337764361,23.4800419488513,22.7479776781813,"Jan","Jun"
"36",0,257,257,918.098377862595,1.94341823089169e-05,1.83326526466993e-05,1.73682521305084e-05,271.35343761101,273.953988457338,275.514043747095,3.90569306632617e-05,4.06357336435806e-05,4.21795899783507e-05,261.278348633441,263.980717791477,266.166907021335,284.082367840171,286.185934810843,287.880271932159,22.80401920673,22.205217019366,21.7133649108238,"Jan","Jun"
"37",0,118,118,287.183329043329,8.17460788867832e-06,7.61946969632489e-06,6.22229882962137e-06,275.16638755681,277.731916218103,279.395968192815,2.61917994943772e-05,2.76856596522156e-05,2.82385226818838e-05,262.988138259401,265.787661387745,268.613195276645,289.41890140484,291.361035619045,292.798121947406,26.430763145439,25.5733742313006,24.1849266707603,"Jan","Jun"
"38",0,3954,3954,370.916153846154,1.05666975603812e-05,9.22179783870432e-06,7.40633719576568e-06,274.908664799415,277.454146038902,279.051777096718,3.02808204367559e-05,3.16677965426575e-05,3.21930737955212e-05,263.521093269786,266.264413731933,268.93108168927,288.601207410487,290.577399428153,292.057967674331,25.080114140701,24.3129856962196,23.1268859850614,"Jan","Jun"
"39",0,3934,3934,381.090612244898,9.92510013831572e-06,8.50386329310578e-06,6.72685694720424e-06,274.874509715127,277.425234597844,279.01580721828,2.91323843848846e-05,3.02227629532143e-05,3.09362407643677e-05,265.403743893989,266.282304278221,268.990340829879,288.592080721136,290.513944080948,291.976447021356,23.1883368271465,24.2316398027264,22.986106191477,"Feb","Jul"
"40",0,4041,4041,357.181944207836,9.73487951416896e-06,8.51364006968426e-06,6.79027180651731e-06,274.949162386152,277.49680487433,279.101886310043,2.87863200397321e-05,3.00668883745909e-05,3.04943360561104e-05,263.387269276039,266.168982990042,268.896005696002,288.763279653551,290.702623668788,292.163235799537,25.3760103775123,24.5336406787453,23.2672301035342,"Jan","Jun"
"41",0,4119,4119,302.324768907563,8.22972020318534e-06,6.50359492180843e-06,5.12937506034906e-06,275.498249632345,278.029043638482,279.610680375132,2.65260494969236e-05,2.75535828509446e-05,2.84036508445669e-05,263.774444989098,266.821251316948,269.547257739792,289.366229395132,291.244440121874,292.632735516205,25.5917844060338,24.4231888049268,23.0854777764126,"Jan","Jun"
"42",0,4083,4083,219.008666666667,6.98448014764778e-06,5.28942283664367e-06,3.89968848510184e-06,275.929532622209,278.466568282416,280.05845093986,2.51570528624713e-05,2.62356342160543e-05,2.68242629268511e-05,263.884089281768,266.992191279432,269.759710074501,289.984701160392,291.868671111096,293.241957450247,26.1006118786242,24.8764798316634,23.4822473757457,"Jan","Jun"
"43",0,4055,4055,498.377727272727,1.14282311879411e-05,9.62411367982605e-06,8.16628811582718e-06,274.457910219366,276.98988819625,278.550416925903,3.02652448066498e-05,3.12199540072334e-05,3.37689951473736e-05,263.645550520437,266.421142436814,269.071341311242,287.907583316851,289.810574243259,291.601697445432,24.2620327964143,23.3894318064453,22.5303561341902,"Jan","Jun"
"44",0,4091,4091,194.9065,6.64766026911383e-06,4.91674347362858e-06,3.55908559552611e-06,276.079728545359,278.615890120633,280.209484886759,2.46156431012412e-05,2.5714364887385e-05,2.6373501548219e-05,264.10309842404,267.080102142357,269.859449932219,290.186325856958,292.06383779474,293.43014847305,26.0832274329185,24.983735652383,23.5706985408303,"Jan","Jun"
