"","mrros_historical_1961_1990","mrros_rcp45_2071_2100","mrros_rcp85_2071_2100","tas_historical_1961_1990","tas_rcp45_2071_2100","tas_rcp85_2071_2100","pr_historical_1961_1990","pr_rcp45_2071_2100","pr_rcp85_2071_2100"
"117",1.38189449973654e-05,1.30877576830509e-05,1.16837527898238e-05,273.682593164742,276.227173269017,277.83559390899,3.33949587095742e-05,3.49563874166532e-05,3.55882260524731e-05
"118",1.08658891568216e-05,1.05018856450201e-05,8.97057061704982e-06,274.031478311367,276.575840489203,278.222485312583,2.85705171740799e-05,3.01850292278767e-05,2.95879515144593e-05
"119",1.43342803231799e-05,1.28790613133952e-05,1.157282177464e-05,273.933894845781,276.455187044568,278.043964795487,3.42738849636456e-05,3.57583313756863e-05,3.61626971448715e-05
"120",1.39530029462995e-05,1.25499485698718e-05,1.12187198685832e-05,274.066925023011,276.585175698536,278.173287198803,3.39016112116945e-05,3.54058489516102e-05,3.55817610020351e-05
"121",1.37454733455614e-05,1.34535520579258e-05,1.2434588874931e-05,273.234775089471,275.783981181777,277.385939618787,3.25634688454693e-05,3.44724555338872e-05,3.47069171611317e-05
"122",1.57027399179359e-05,1.51742142679403e-05,1.41747472521324e-05,273.120326121968,275.665675812825,277.266266020799,3.52249598908712e-05,3.67283136595647e-05,3.70047910468787e-05
"123",1.31814340555065e-05,1.32225021521013e-05,1.22002553368938e-05,273.239981109725,275.79173316749,277.385488747134,3.29530472915177e-05,3.51559225349408e-05,3.50427756362615e-05
"124",2.37488051677927e-05,2.3052001228496e-05,2.24158180004122e-05,269.800061585552,272.391260211095,273.913549390081,4.20509571830263e-05,4.36122046618842e-05,4.41198036820727e-05
"125",1.65117662397711e-05,1.64807984732723e-05,1.55125768522275e-05,272.138576541239,274.695915145835,276.269850982639,3.58668512519447e-05,3.77812258066737e-05,3.6615824966305e-05
"126",1.63404981568244e-05,1.63531579972292e-05,1.53923995698214e-05,272.514682526073,275.058699808557,276.657863427307,3.52887961720509e-05,3.71829561120137e-05,4.08387320003663e-05
"127",1.5903605102847e-05,1.61979410542733e-05,1.51384749406233e-05,272.305342561757,274.850475004706,276.453172482605,3.49677210274574e-05,3.70485380487108e-05,3.67740309791349e-05
"128",1.61101337402941e-05,1.66761351043185e-05,1.50441152996762e-05,271.714027808184,274.242420343411,275.856452837045,3.48589183006506e-05,3.66731857889733e-05,3.64763438203981e-05
"129",1.48273236413193e-05,1.53913133342552e-05,1.36926092247009e-05,271.881747710177,274.413909677432,276.030972995019,3.32870154499652e-05,3.49710898175753e-05,3.47837688482424e-05
"130",1.90719386345266e-05,1.87457841074289e-05,1.79105107462583e-05,270.606339404466,273.1868261939,274.740093960263,3.73624193272475e-05,3.8993033539281e-05,3.92761201935293e-05
"131",1.68742182693411e-05,1.61673774296093e-05,1.54452517158342e-05,270.645050085726,273.245463744225,274.826102200783,3.27501341191887e-05,3.3367777733767e-05,3.37817066100388e-05
"132",1.70537611104462e-05,1.64972104822298e-05,1.5792289165012e-05,270.664699861918,273.260764442937,274.840693843557,3.2904724518222e-05,3.37491772214031e-05,3.41449286961348e-05
"133",1.76235940528186e-05,1.75063870015094e-05,1.62667353442073e-05,270.988647087171,273.548538929022,275.151687845781,3.3643947489986e-05,3.47052626329597e-05,3.49648831435772e-05
"134",1.91319558890392e-05,1.88397745487801e-05,1.76702221644329e-05,270.672956541768,273.235709317814,274.832049927834,3.44190957205001e-05,3.53955166515274e-05,3.57025271764637e-05
"135",2.53987198962881e-05,2.40975356790136e-05,2.36874539956734e-05,269.896061701623,272.488950836176,274.086739495855,4.16730975045874e-05,4.18751904827069e-05,4.34298960220745e-05
"136",1.82135945063451e-05,1.71652443385159e-05,1.67213860384785e-05,270.525827016466,273.138336471871,274.733267909411,3.35113135166319e-05,3.35708228331343e-05,3.44642103293685e-05
"137",3.02983465580505e-05,2.82958459139197e-05,2.87595459364082e-05,269.281548949687,271.918443649459,273.497609637455,4.71370121847278e-05,4.72485222302358e-05,4.947348141036e-05
"138",3.73239746112827e-05,3.38673111463781e-05,3.44990325649237e-05,268.062129790266,270.721340203628,272.296478737653,5.11329338019534e-05,5.09634089881779e-05,5.3938419067929e-05
"139",1.40085838649688e-05,1.33072039732969e-05,1.23177655376766e-05,271.641590442735,274.235249494393,275.86542547082,3.40664982829571e-05,3.46734091912202e-05,3.57671398065547e-05
"140",3.93510050798635e-05,3.66212673295832e-05,3.76505299902805e-05,267.9634908772,270.596801885649,272.185412897033,5.22942117018702e-05,5.2022796393832e-05,5.42493038761807e-05
"141",4.38023689190197e-05,3.91400176707289e-05,3.99875162032417e-05,267.813540006121,270.464821210946,272.029764703801,5.53872605296236e-05,5.45182066856175e-05,5.79914960740886e-05
"142",4.29806757434144e-05,3.86175026118707e-05,3.94230717107585e-05,267.868748074837,270.518514901138,272.085572357956,5.49638959212465e-05,5.4153948887655e-05,5.71681851871118e-05
"143",4.05016486573663e-05,3.64868229115444e-05,3.67244789674147e-05,268.385480756745,271.00631960018,272.591239490146,5.25964113680391e-05,5.16896794045445e-05,5.44376465267143e-05
"144",4.1048978124955e-05,3.78428340611824e-05,3.83765994756065e-05,267.568012735372,270.187802099483,271.772091391863,5.09149179892295e-05,5.05177080417987e-05,5.28016205037161e-05
"145",3.13607295918475e-05,2.89539245588216e-05,2.92054128350891e-05,269.338620465527,271.978984047637,273.567750729531,4.94996410460014e-05,4.96893907724046e-05,5.22303467867468e-05
"146",2.43334516292579e-05,2.31023902556236e-05,2.24720186398326e-05,270.134061786646,272.728294429659,274.347353312835,4.26548024371148e-05,4.31016096819085e-05,4.47835469508016e-05
"147",3.9167298344548e-05,3.50878492928961e-05,3.51619611809957e-05,268.673252904516,271.295626578015,272.886732426978,5.22454038445546e-05,5.14216885463285e-05,5.41341695447631e-05
"148",3.08307349421227e-05,2.80365849045124e-05,2.8089399967269e-05,269.075514214235,271.708407443574,273.293341151406,4.61154691452229e-05,4.59100501164773e-05,4.82206222278218e-05
