"lakeid","d1","d2","dm","area","fractionalarea","cumsumarea","cumsumfraction","intervals.string","oneminusZdmdivZmaxdm"
"SW3-0111",8,11,9.5,44545.268602214,0.129896182143219,47217.4534338226,0.137688403820152,"8-11",0.173913043478261
"SW3-0111",11,12,11.5,2672.18483160861,0.00779222167693308,2672.18483160861,0.00779222167693308,"11-12",0
"SW3-0165",0,10,5,2712850.43791649,0.18290173867988,14745371.9536309,0.994140380946296,"0-10",0.90521327014218
"SW3-0165",10,20,15,3717050.68836848,0.250605423786643,12032521.5157144,0.811238642266416,"10-20",0.71563981042654
"SW3-0165",20,30,25,2995313.85516148,0.201945564098891,8315470.82734588,0.560633218479773,"20-30",0.5260663507109
"SW3-0165",30,40,35,2253296.7672697,0.151918399457327,5320156.9721844,0.358687654380882,"30-40",0.336492890995261
"SW3-0165",40,50,45,1900566.37442906,0.128137139261745,3066860.2049147,0.206769254923555,"40-50",0.146919431279621
"SW3-0165",50,52,51,1156259.53983838,0.0779555987480311,1166293.83048563,0.0786321156618095,"50-52",0.033175355450237
"SW3-0165",52,53.5,52.75,10034.2906472519,0.000676516913778399,10034.2906472519,0.000676516913778399,"52-53.5",0
"SW3-0200",0,3,1.5,768616.552728877,0.240732028677702,3192830.45530231,1,"0-3",0.917808219178082
"SW3-0200",3,5,4,608785.089998616,0.190672539153343,2424213.90257344,0.759267971322298,"3-5",0.780821917808219
"SW3-0200",5,7,6,555004.218785161,0.17382827762228,1815428.81257482,0.568595432168955,"5-7",0.671232876712329
"SW3-0200",7,10,8.5,514612.463066147,0.161177510134161,1260424.59378966,0.394767154546675,"7-10",0.534246575342466
"SW3-0200",10,12,11,414004.12325372,0.129666804751936,745812.130723513,0.233589644412514,"10-12",0.397260273972603
"SW3-0200",12,15,13.5,263525.803653477,0.0825367357718108,331808.007469793,0.103922839660578,"12-15",0.26027397260274
"SW3-0200",15,17,16,47731.6404497612,0.0149496320327606,68282.2038163156,0.0213861038887673,"15-17",0.123287671232877
"SW3-0200",17,19.5,18.25,20550.5633665543,0.00643647185600668,20550.5633665543,0.00643647185600668,"17-19.5",0
"SW3-0282",0,1,0.5,2498.7624784542,0.218908708831462,11414.6325735172,1,"0-1",0.956521739130435
"SW3-0282",1,3,2,2994.7668989309,0.262362093535887,8915.87009506299,0.781091291168537,"1-3",0.826086956521739
"SW3-0282",3,5,4,1974.83586541596,0.173009148800613,5921.10319613209,0.51872919763265,"3-5",0.652173913043478
"SW3-0282",5,7,6,1347.40460254551,0.118041872470918,3946.26733071613,0.345720048832037,"5-7",0.478260869565217
"SW3-0282",7,9,8,1058.84683103466,0.0927622351586915,2598.86272817062,0.227678176361119,"7-9",0.304347826086957
"SW3-0282",9,11,10,961.338719904864,0.0842198567245382,1540.01589713596,0.134915941202428,"9-11",0.130434782608696
"SW3-0282",11,12,11.5,578.677177231095,0.0506960844778893,578.677177231095,0.0506960844778893,"11-12",0
"SW3-0287",0,1,0.5,14674.0822331751,0.256756808189785,57151.6772491134,1,"0-1",0.923076923076923
"SW3-0287",1,2,1.5,7613.49079934994,0.133215526924331,42477.5950159383,0.743243191810214,"1-2",0.769230769230769
"SW3-0287",2,3,2.5,5551.72725619393,0.0971402332077673,34864.1042165883,0.610027664885884,"2-3",0.615384615384615
"SW3-0287",3,4,3.5,6007.2252118173,0.105110217249319,29312.3769603944,0.512887431678116,"3-4",0.461538461538462
"SW3-0287",4,5,4.5,5586.26610478991,0.0977445697777237,23305.1517485771,0.407777214428797,"4-5",0.307692307692308
"SW3-0287",5,6,5.5,7979.3942724112,0.13961784949251,17718.8856437872,0.310032644651073,"5-6",0.153846153846154
"SW3-0287",6,7,6.5,9739.491371376,0.170414795158564,9739.491371376,0.170414795158564,"6-7",0
"SW3-0342",0,10,5,3575186.69154856,0.335325614184005,10634367.2693295,0.997423643491366,"0-10",0.933774834437086
"SW3-0342",10,20,15,2849516.58418833,0.267263217604613,7059180.57778096,0.66209802930736,"10-20",0.801324503311258
"SW3-0342",20,30,25,2263595.48888001,0.212308226970956,4209663.99359263,0.394834811702747,"20-30",0.66887417218543
"SW3-0342",30,40,35,651742.489203669,0.0611285421817711,1946068.50471263,0.182526584731791,"30-40",0.536423841059603
"SW3-0342",40,50,45,369650.144415815,0.0346704025281964,1294326.01550896,0.12139804255002,"40-50",0.403973509933775
"SW3-0342",50,60,55,511197.628154615,0.0479464915875777,924675.871093141,0.0867276400218236,"50-60",0.271523178807947
"SW3-0342",60,70,65,282630.146399039,0.0265085813986186,413478.242938527,0.0387811484342458,"60-70",0.139072847682119
"SW3-0342",70,81,75.5,130848.096539488,0.0122725670356272,130848.096539488,0.0122725670356272,"70-81",0
"SW3-0391",0,2,1,1065989.26600008,0.291762546341014,3653619.28516398,1,"0-2",0.884393063583815
"SW3-0391",2,4,3,733661.119986479,0.200803932409053,2587630.0191639,0.708237453658986,"2-4",0.653179190751445
"SW3-0391",4,6,5,1058711.92226556,0.289770728593589,1853968.89917742,0.507433521249933,"4-6",0.421965317919075
"SW3-0391",6,8,7,620363.590405535,0.169794262069013,795256.976911868,0.217662792656344,"6-8",0.190751445086705
"SW3-0391",8,9.3,8.65,174893.386506333,0.0478685305873304,174893.386506333,0.0478685305873304,"8-9.3",0
"SW3-0409",0,5,2.5,2422107.48476606,0.388610040259715,6188027.89827416,0.992825374514221,"0-5",0.909090909090909
"SW3-0409",5,10,7.5,1567198.53439632,0.251445936803892,3765920.4135081,0.604215334254506,"5-10",0.727272727272727
"SW3-0409",10,15,12.5,1029323.89937075,0.165147750250806,2198721.87911178,0.352769397450614,"10-15",0.545454545454545
"SW3-0409",15,20,17.5,567080.915690629,0.0909841280220213,1169397.97974103,0.187621647199808,"15-20",0.363636363636364
"SW3-0409",20,25,22.5,546435.135534043,0.087671658402772,602317.064050404,0.0966375191777867,"20-25",0.181818181818182
"SW3-0409",25,27,26,51475.4162796894,0.00825886700679088,55881.9285163613,0.00896586077501475,"25-27",0.0545454545454546
"SW3-0409",25,30,27.5,4406.5122366719,0.000706993768223868,4406.5122366719,0.000706993768223868,"25-30",0
"SW3-0432",0,5,2.5,5899543.16538836,0.446837912481747,13091895.7422084,0.991594637055591,"0-5",0.857142857142857
"SW3-0432",5,10,7.5,5269344.17615657,0.399105945293419,7192352.57682003,0.544756724573844,"5-10",0.571428571428571
"SW3-0432",10,15,12.5,1760012.28138335,0.133305273257341,1923008.40066345,0.145650779280425,"10-15",0.285714285714286
"SW3-0432",15,20,17.5,162996.119280102,0.0123455060230841,162996.119280102,0.0123455060230841,"15-20",0
"SW3-0444",0,3,1.5,1148072.52747373,0.447797997248086,2563817.91461582,1,"0-3",0.842105263157895
"SW3-0444",3,5,4,723288.718631264,0.282113918663232,1415745.38714209,0.552202002751914,"3-5",0.578947368421053
"SW3-0444",5,7,6,413474.653706062,0.16127301839531,692456.668510826,0.270088084088682,"5-7",0.368421052631579
"SW3-0444",7,9,8,199109.480816105,0.0776613189575676,278982.014804764,0.108815065693372,"7-9",0.157894736842105
"SW3-0444",9,10,9.5,79872.5339886591,0.0311537467358043,79872.5339886591,0.0311537467358043,"9-10",0
"SW3-0570",0,5,2.5,214908.157032648,0.432323703382902,497100.101962968,1,"0-5",0.878048780487805
"SW3-0570",5,10,7.5,156676.00567861,0.31517999103183,282191.944930319,0.567676296617098,"5-10",0.634146341463415
"SW3-0570",10,15,12.5,84656.5086119733,0.17030072671013,125515.939251709,0.252496305585268,"10-15",0.390243902439024
"SW3-0570",15,20,17.5,36693.9129178367,0.0738159432535588,40859.4306397361,0.0821955788751377,"15-20",0.146341463414634
"SW3-0570",20,21,20.5,4165.5177218994,0.00837963562157892,4165.5177218994,0.00837963562157892,"20-21",0
"SW3-0604",0,2,1,985458.679899771,0.349177165858312,2706633.55545267,0.959040346578603,"0-2",0.909090909090909
"SW3-0604",2,4,3,1055394.81839736,0.37395760884365,1721174.8755529,0.609863180720291,"2-4",0.727272727272727
"SW3-0604",4,10,7,659136.005878267,0.233551387939624,665780.057155536,0.235905571876641,"4-10",0.363636363636364
"SW3-0604",10,12,11,6644.05127726944,0.00235418393701723,6644.05127726944,0.00235418393701723,"10-12",0
"SW3-0625",0,2,1,294662.058969187,0.418735572851245,703694.832905599,1,"0-2",0.6
"SW3-0625",2,3,2.5,409032.773936412,0.581264427148755,409032.773936412,0.581264427148755,"2-3",0
"SW3-0642",0,1,0.5,9791.92110661035,0.134086525744028,73026.8835908476,1,"0-1",0.909090909090909
"SW3-0642",1,3,2,16029.8390236714,0.219505998824801,63234.9624842372,0.865913474255972,"1-3",0.636363636363636
"SW3-0642",3,5,4,22477.5250834248,0.30779795026392,47205.1234605658,0.646407475431171,"3-5",0.272727272727273
"SW3-0642",5,6,5.5,24727.598377141,0.338609525167251,24727.598377141,0.338609525167251,"5-6",0
"SW3-0643",0,1,0.5,27102.2430333024,0.36071783698941,75134.1914763646,1,"0-1",0.857142857142857
"SW3-0643",1,2,1.5,18592.6964372996,0.247459859112857,48031.9484430622,0.63928216301059,"1-2",0.571428571428571
"SW3-0643",2,3,2.5,28972.7183285661,0.385612964740297,29439.2520057626,0.391822303897733,"2-3",0.285714285714286
"SW3-0643",3,4,3.5,466.533677196476,0.00620933915743587,466.533677196476,0.00620933915743587,"3-4",0
"SW3-0692",0,1,0.5,57644.5882917069,0.279117886413985,206524.164510937,1,"0-1",0.838709677419355
"SW3-0692",1,2,1.5,75458.7401575303,0.365374871924657,148879.57621923,0.720882113586015,"1-2",0.516129032258065
"SW3-0692",2,3,2.5,52561.9766844304,0.25450763502131,73420.8360616996,0.355507241661358,"2-3",0.193548387096774
"SW3-0692",3,3.2,3.1,20858.8593772692,0.100999606640048,20858.8593772692,0.100999606640048,"3-3.2",0
"SW3-0700",0,2,1,61006.2491516634,0.308030120883923,198052.868909702,1,"0-2",0.906976744186047
"SW3-0700",2,4,3,36074.7367903531,0.182147004428401,137046.619758039,0.691969879116077,"2-4",0.720930232558139
"SW3-0700",4,6,5,36572.9342435816,0.184662481512733,100971.882967686,0.509822874687675,"4-6",0.534883720930233
"SW3-0700",6,8,7,26837.6612764936,0.135507561310458,64398.9487241041,0.325160393174942,"6-8",0.348837209302326
"SW3-0700",8,10,9,27568.5826263058,0.139198097851716,37561.2874476105,0.189652831864484,"8-10",0.162790697674419
"SW3-0700",10,11.5,10.75,9992.70482130464,0.050454734012768,9992.70482130464,0.050454734012768,"10-11.5",0
"SW3-0720",0,1,0.5,314940.2694858,0.295746013565546,1064901.14841734,1,"0-1",0.852941176470588
"SW3-0720",1,2,1.5,267655.372760553,0.251342928081488,749960.878931539,0.704253986434454,"1-2",0.558823529411765
"SW3-0720",2,3,2.5,332302.078949863,0.312049695357857,482305.506170986,0.452911058352966,"2-3",0.264705882352941
"SW3-0720",3,3.8,3.4,150003.427221123,0.140861362995109,150003.427221123,0.140861362995109,"3-3.8",0
"SW3-0722",0,5,2.5,664871.577297047,0.550507046301759,1207743.99122332,1,"0-5",0.787234042553192
"SW3-0722",5,10,7.5,445429.668130963,0.368811330354696,542872.413926273,0.449492953698241,"5-10",0.361702127659574
"SW3-0722",10,13.5,11.75,97442.7457953096,0.080681623343545,97442.7457953096,0.080681623343545,"10-13.5",0
"SW3-0723",0,1,0.5,171015.388430922,0.319658069973001,534994.747498057,1,"0-1",0.888888888888889
"SW3-0723",1,2,1.5,161217.584024321,0.301344237075723,363979.359067135,0.680341930026999,"1-2",0.666666666666667
"SW3-0723",2,3,2.5,138944.503085718,0.259711901351373,202761.775042814,0.378997692951276,"2-3",0.444444444444444
"SW3-0723",3,4,3.5,56885.2362230833,0.106328588250841,63817.2719570961,0.119285791599903,"3-4",0.222222222222222
"SW3-0723",4,5,4.5,6932.03573401272,0.0129572033490626,6932.03573401272,0.0129572033490626,"4-5",0
"SW3-0740",0,5,2.5,1241554.17818025,0.325381162800294,3754961.29914906,0.98408405791684,"0-5",0.931506849315068
"SW3-0740",5,10,7.5,675141.47474934,0.176938165059079,2513407.12096881,0.658702895116546,"5-10",0.794520547945206
"SW3-0740",10,15,12.5,623677.170504451,0.163450622225907,1838265.64621948,0.481764730057467,"10-15",0.657534246575342
"SW3-0740",15,20,17.5,377150.796396111,0.0988420536446439,1214588.47571502,0.31831410783156,"15-20",0.52054794520548
"SW3-0740",20,25,22.5,298955.587119564,0.0783489905411815,837437.679318913,0.219472054186917,"20-25",0.383561643835616
"SW3-0740",25,30,27.5,274005.367214887,0.0718101445468761,538482.092199349,0.141123063645735,"25-30",0.246575342465753
"SW3-0740",30,35,32.5,185877.182605345,0.0487138901202177,264476.724984462,0.069312919098859,"30-35",0.10958904109589
"SW3-0740",35,38,36.5,78599.5423791169,0.0205990289786413,78599.5423791169,0.0205990289786413,"35-38",0
"SW3-0743",0,1,0.5,44156.4116703754,0.242263788469831,182265.834895396,1,"0-1",0.811320754716981
"SW3-0743",1,2,1.5,38407.4642017282,0.210722235594897,138109.423225021,0.757736211530169,"1-2",0.433962264150943
"SW3-0743",2,3.3,2.65,99701.9590232927,0.547013975935273,99701.9590232927,0.547013975935273,"2-3.3",0
"SW3-0824",0,0.5,0.25,83136.0332126941,0.243359595573141,341618.061194172,1,"0-0.5",0.903846153846154
"SW3-0824",0.5,1,0.75,37656.9508163149,0.110231147277986,258482.027981477,0.756640404426859,"0.5-1",0.711538461538462
"SW3-0824",1,1.5,1.25,52462.1505506454,0.153569604508781,220825.077165163,0.646409257148873,"1-1.5",0.519230769230769
"SW3-0824",1.5,2,1.75,123321.296785177,0.360991735489894,168362.926614517,0.492839652640092,"1.5-2",0.326923076923077
"SW3-0824",2,2.5,2.25,40398.0483640508,0.118255013282477,45041.6298293405,0.131847917150198,"2-2.5",0.134615384615385
"SW3-0824",2.5,2.7,2.6,4643.58146528963,0.0135929038677211,4643.58146528963,0.0135929038677211,"2.5-2.7",0
"SW3-0828",0,1,0.5,96158.8191095083,0.15772464522221,609662.611534392,1,"0-1",0.846153846153846
"SW3-0828",1,2,1.5,104559.60052461,0.1715040393595,513503.792424884,0.84227535477779,"1-2",0.538461538461538
"SW3-0828",2,3,2.5,385291.290747737,0.631974609330298,408944.191900274,0.67077131541829,"2-3",0.230769230769231
"SW3-0828",3,3.5,3.25,23652.9011525369,0.0387967060879911,23652.9011525369,0.0387967060879911,"3-3.5",0
"SW3-0832",0,1,0.5,917.746639236919,0.0796371690968632,11524.0992321143,1,"0-1",0.974025974025974
"SW3-0832",1,3,2,1379.58611439748,0.119713140837331,10606.3525928774,0.920362830903137,"1-3",0.896103896103896
"SW3-0832",3,5,4,1396.53977703543,0.121184289453502,9226.76647847992,0.800649690065806,"3-5",0.792207792207792
"SW3-0832",5,7,6,1454.70681159727,0.126231715147282,7830.22670144449,0.679465400612303,"5-7",0.688311688311688
"SW3-0832",7,9,8,986.841488270039,0.0856328523725306,6375.51988984722,0.553233685465021,"7-9",0.584415584415584
"SW3-0832",9,11,10,930.672671805079,0.080758821410663,5388.67840157718,0.46760083309249,"9-11",0.480519480519481
"SW3-0832",11,13,12,1070.07999006717,0.0928558465624077,4458.0057297721,0.386842011681827,"11-13",0.376623376623377
"SW3-0832",13,15,14,959.927900604935,0.0832974344693158,3387.92573970494,0.29398616511942,"13-15",0.272727272727273
"SW3-0832",15,17,16,1008.29115298104,0.0874941401208374,2427.9978391,0.210688730650104,"15-17",0.168831168831169
"SW3-0832",17,19,18,973.634476084995,0.0844868181429537,1419.70668611896,0.123194590529266,"17-19",0.064935064935065
"SW3-0832",19,19.5,19.25,446.072210033963,0.0387077723863128,446.072210033963,0.0387077723863128,"19-19.5",0
"SW3-0873",0,2,1,2590990.2599115,0.40208513359831,6443884.74829796,1,"0-2",0.902439024390244
"SW3-0873",2,4,3,2046805.2764342,0.317635301744778,3852894.48838646,0.59791486640169,"2-4",0.707317073170732
"SW3-0873",4,6,5,971641.627979176,0.150785072348759,1806089.21195227,0.280279564656912,"4-6",0.51219512195122
"SW3-0873",6,8,7,785402.19101493,0.121883339273313,834447.583973092,0.129494492308153,"6-8",0.317073170731707
"SW3-0873",8,12.5,10.25,49045.3929581621,0.00761115303483921,49045.3929581621,0.00761115303483921,"8-12.5",0
"SW3-0875",0,1,0.5,229395.728411987,0.186529482216325,1229809.49545524,1,"0-1",0.857142857142857
"SW3-0875",1,2,1.5,273870.913085913,0.222693770131066,1000413.76704326,0.813470517783675,"1-2",0.571428571428571
"SW3-0875",2,3,2.5,414818.734295,0.337303245606706,726542.853957345,0.590776747652609,"2-3",0.285714285714286
"SW3-0875",3,4,3.5,311724.119662345,0.253473502045902,311724.119662345,0.253473502045902,"3-4",0
"SW3-0960",0,1,0.5,13681.9283924868,0.396528969292511,34504.2341216536,1,"0-1",0.888888888888889
"SW3-0960",1,2,1.5,10546.4842220303,0.305657682035367,20822.3057291668,0.603471030707489,"1-2",0.666666666666667
"SW3-0960",2,3,2.5,5759.4049958426,0.16691878960525,10275.8215071366,0.297813348672122,"2-3",0.444444444444444
"SW3-0960",3,4,3.5,3243.73935569599,0.0940098929383375,4516.41651129395,0.130894559066872,"3-4",0.222222222222222
"SW3-0960",4,5,4.5,1272.67715559797,0.036884666128534,1272.67715559797,0.036884666128534,"4-5",0
"SW3-1080",0,2,1,332156.316001925,0.504911535720545,657850.519354671,1,"0-2",0.846153846153846
"SW3-1080",2,4,3,153450.204915026,0.233259989010202,325694.203352746,0.495088464279455,"2-4",0.538461538461538
"SW3-1080",4,6,5,129460.441937533,0.196793098323506,172243.99843772,0.261828475269253,"4-6",0.230769230769231
"SW3-1080",6,7,6.5,42783.5565001867,0.0650353769457474,42783.5565001867,0.0650353769457474,"6-7",0
"SW3-1131",0,5,2.5,3676389.29555149,0.297494027160243,12357859.1834089,1,"0-5",0.882352941176471
"SW3-1131",5,10,7.5,5640523.42596984,0.45643208441334,8681469.88785736,0.702505972839757,"5-10",0.647058823529412
"SW3-1131",10,15,12.5,1610162.20810059,0.130294591013169,3040946.46188752,0.246073888426417,"10-15",0.411764705882353
"SW3-1131",15,20,17.5,880907.746641971,0.0712831999109232,1430784.25378694,0.115779297413248,"15-20",0.176470588235294
"SW3-1131",20,22.5,21.25,549876.507144964,0.0444960975023251,549876.507144964,0.0444960975023251,"20-22.5",0
"SW3-1172",0,3,1.5,282624.120144729,0.44558246067812,634280.172775677,1,"0-3",0.76
"SW3-1172",3,6,4.5,231803.866555668,0.365459739252561,351656.052630947,0.55441753932188,"3-6",0.28
"SW3-1172",6,6.5,6.25,119852.186075279,0.188957800069319,119852.186075279,0.188957800069319,"6-6.5",0
"SW3-1229",0,5,2.5,369425.451398443,0.392561642501498,941063.546209899,1,"0-5",0.782608695652174
"SW3-1229",5,10,7.5,332728.428074894,0.353566376484294,571638.094811457,0.607438357498502,"5-10",0.347826086956522
"SW3-1229",10,13,11.5,238909.666736563,0.253871981014208,238909.666736563,0.253871981014208,"10-13",0
"SW3-1236",0,2,1,2018910.88317692,0.296787693670897,6641380.6693213,0.976308596908788,"0-2",0.857142857142857
"SW3-1236",2,4,3,2285277.13970196,0.335944561665692,4622469.78614437,0.679520903237891,"2-4",0.571428571428571
"SW3-1236",4,6,5,1072010.24874961,0.157589644975963,2337192.64644242,0.343576341572199,"4-6",0.285714285714286
"SW3-1236",6,8,7,1265182.39769281,0.185986696596236,1265182.39769281,0.185986696596236,"6-8",0
"SW3-1260",0,1,0.5,99576.6527126118,0.343751075192242,289676.629104138,1,"0-1",0.850746268656716
"SW3-1260",1,2,1.5,84959.2489521747,0.293289966867268,190099.976391527,0.656248924807758,"1-2",0.552238805970149
"SW3-1260",2,3,2.5,54086.4165235676,0.186713083105243,105140.727439352,0.36295895794049,"2-3",0.253731343283582
"SW3-1260",3,3.7,3.35,51054.3109157844,0.176245874835247,51054.3109157844,0.176245874835247,"3-3.7",0
"SW3-1277",0,1,0.5,735994.292748997,0.229868130511956,3201810.9300746,1,"0-1",0.933333333333333
"SW3-1277",1,3,2,670093.124631403,0.209285663415419,2465816.6373256,0.770131869488044,"1-3",0.733333333333333
"SW3-1277",3,5,4,856637.582394383,0.267547834991751,1795723.5126942,0.560846206072624,"3-5",0.466666666666667
"SW3-1277",5,7,6,784077.385869578,0.24488559849201,939085.930299817,0.293298371080874,"5-7",0.2
"SW3-1277",7,8,7.5,155008.544430238,0.0484127725888632,155008.544430238,0.0484127725888632,"7-8",0
"SW3-1285",0,1,0.5,294294.195833497,0.304542852959202,966347.405542044,1,"0-1",0.75609756097561
"SW3-1285",1,2,1.5,562285.823594127,0.581867163267986,672053.209708547,0.695457147040798,"1-2",0.268292682926829
"SW3-1285",2,2.1,2.05,109767.38611442,0.113589983772812,109767.38611442,0.113589983772812,"2-2.1",0
"SW3-1315",0,2,1,725258.795750338,0.196629637698427,3669205.46429592,0.994782200937216,"0-2",0.952941176470588
"SW3-1315",2,5,3.5,922050.663814317,0.249983163289776,2943946.66854558,0.798152563238789,"2-5",0.835294117647059
"SW3-1315",5,10,7.5,1179294.67425292,0.319726263089485,2021896.00473127,0.548169399949013,"5-10",0.647058823529412
"SW3-1315",10,15,12.5,502513.844503881,0.136239802622478,842601.330478348,0.228443136859527,"10-15",0.411764705882353
"SW3-1315",15,20,17.5,308733.314992658,0.083702700647202,340087.485974467,0.0922033342370494,"15-20",0.176470588235294
"SW3-1315",20,22.5,21.25,31354.1709818089,0.00850063358984742,31354.1709818089,0.00850063358984742,"20-22.5",0
"SW3-1317",0,2,1,214639.172806287,0.404406582100119,530750.938057553,1,"0-2",0.80952380952381
"SW3-1317",2,4,3,217581.601081002,0.409950478613017,316111.765251266,0.595593417899881,"2-4",0.428571428571429
"SW3-1317",4,5,4.5,71171.6024678016,0.134096046496453,98530.1641702644,0.185642939286864,"4-5",0.142857142857143
"SW3-1317",5,5.5,5.25,27358.5617024628,0.0515468927904111,27358.5617024628,0.0515468927904111,"5-5.5",0
"SW3-1327",0,2,1,485322.093865079,0.298436207062679,1626217.20280458,1,"0-2",0.857142857142857
"SW3-1327",2,4,3,422789.604813148,0.259983478273384,1140895.1089395,0.701563792937321,"2-4",0.571428571428571
"SW3-1327",4,6,5,307265.774614235,0.188945101604093,718105.504126354,0.441580314663937,"4-6",0.285714285714286
"SW3-1327",6,8,7,410839.729512119,0.252635213059844,410839.729512119,0.252635213059844,"6-8",0
"SW3-1340",0,2,1,490049.734924092,0.252483956009495,1940914.35618057,1,"0-2",0.90521327014218
"SW3-1340",2,4,3,764756.850853918,0.394018854267658,1450864.62125648,0.747516043990505,"2-4",0.71563981042654
"SW3-1340",4,6,5,391145.011467636,0.201526157103269,686107.77040256,0.353497189722847,"4-6",0.5260663507109
"SW3-1340",6,8,7,196856.794881538,0.101424771399457,294962.758934924,0.151971032619578,"6-8",0.336492890995261
"SW3-1340",8,10,9,79676.1240963755,0.0410508190856841,98105.9640533858,0.0505462612201208,"8-10",0.146919431279621
"SW3-1340",10,11.1,10.55,18429.8399570102,0.00949544213443678,18429.8399570102,0.00949544213443678,"10-11.1",0
"SW3-1354",0,1,0.5,169914.058812709,0.287644086613748,590709.375648912,1,"0-1",0.795918367346939
"SW3-1354",1,2,1.5,163073.279910975,0.276063469843922,420795.316836204,0.712355913386252,"1-2",0.387755102040816
"SW3-1354",2,2.9,2.45,257722.036925228,0.43629244354233,257722.036925228,0.43629244354233,"2-2.9",0
"SW3-1378",0,1,0.5,1003871.46187426,0.238605656759497,4177590.14176292,0.992952461848348,"0-1",0.887640449438202
"SW3-1378",1,2,1.5,841275.506874594,0.199958961338255,3173718.67988866,0.75434680508885,"1-2",0.662921348314607
"SW3-1378",2,3,2.5,2009044.82190319,0.477520755789274,2332443.17301407,0.554387843750596,"2-3",0.438202247191011
"SW3-1378",3,4,3.5,285710.150371862,0.0679091503857014,323398.351110876,0.0768670879613216,"3-4",0.213483146067416
"SW3-1378",4,4.9,4.45,37688.200739014,0.00895793757562022,37688.200739014,0.00895793757562022,"4-4.9",0
"SW3-1395",0,1,0.5,111775.578839316,0.475014201734357,235309.972693879,1,"0-1",0.868421052631579
"SW3-1395",1,3,2,102556.216626926,0.435834552411189,123534.393854563,0.524985798265643,"1-3",0.473684210526316
"SW3-1395",3,4.6,3.8,20978.1772276371,0.0891512458544547,20978.1772276371,0.0891512458544547,"3-4.6",0
"SW3-1406",0,2,1,179190.186314741,0.338005526515546,530139.812097124,1,"0-2",0.894736842105263
"SW3-1406",2,4,3,218782.896506792,0.412689052047105,350949.625782383,0.661994473484454,"2-4",0.684210526315789
"SW3-1406",4,6,5,88058.5528538222,0.166104395188659,132166.729275591,0.249305421437349,"4-6",0.473684210526316
"SW3-1406",6,8,7,35069.8639756448,0.066152103983505,44108.1764217685,0.0832010262486901,"6-8",0.263157894736842
"SW3-1406",8,11,9.5,9038.31244612371,0.0170489222651851,9038.31244612371,0.0170489222651851,"8-11",0
"SW3-1407",0,1,0.5,146198.450491556,0.173009967258309,845029.062824321,1,"0-1",0.914529914529915
"SW3-1407",1,3,2,162840.163700652,0.192703625075799,698830.612332765,0.826990032741691,"1-3",0.658119658119658
"SW3-1407",3,5,4,236686.089373639,0.28009224745782,535990.448632114,0.634286407665892,"3-5",0.316239316239316
"SW3-1407",5,6.7,5.85,299304.359258474,0.354194160208072,299304.359258474,0.354194160208072,"5-6.7",0
"SW3-1411",0,1,0.5,70924.2159865579,0.181357792359082,391073.441421973,1,"0-1",0.863013698630137
"SW3-1411",1,3,2,97917.0275221551,0.250380151528883,320149.225435415,0.818642207640918,"1-3",0.452054794520548
"SW3-1411",3,4.3,3.65,222232.19791326,0.568262056112035,222232.19791326,0.568262056112035,"3-4.3",0
"SW3-1453",0,1,0.5,15774.8641701957,0.251194073693515,62799.5077202451,1,"0-1",0.9375
"SW3-1453",1,3,2,16574.1907161753,0.263922303181242,47024.6435500494,0.748805926306485,"1-3",0.75
"SW3-1453",3,5,4,13041.3650480131,0.207666676403083,30450.4528338741,0.484883623125243,"3-5",0.5
"SW3-1453",5,7,6,15298.9102818281,0.243615130710588,17409.0877858611,0.27721694672216,"5-7",0.25
"SW3-1453",7,9,8,2110.17750403295,0.0336018160115717,2110.17750403295,0.0336018160115717,"7-9",0
"SW3-1459",0,2,1,1088539.06437128,0.450938714081937,2413940.14392272,1,"0-2",0.92
"SW3-1459",2,5,3.5,573450.284246509,0.237557789363673,1325401.07955144,0.549061285918063,"2-5",0.72
"SW3-1459",5,10,7.5,673365.204919764,0.278948592248657,751950.795304934,0.31150349655439,"5-10",0.4
"SW3-1459",10,15,12.5,78585.5903851706,0.0325549043057326,78585.5903851706,0.0325549043057326,"10-15",0
"SW3-1462",0,1,0.5,541594.053529758,0.170274647978299,3180708.69598146,1,"0-1",0.933333333333333
"SW3-1462",1,3,2,940174.593976504,0.295586513522703,2639114.6424517,0.829725352021701,"1-3",0.733333333333333
"SW3-1462",3,5,4,1370249.57913321,0.430800085799871,1698940.0484752,0.534138838498998,"3-5",0.466666666666667
"SW3-1462",5,7,6,302403.033579852,0.0950741053281334,328690.469341993,0.103338752699127,"5-7",0.2
"SW3-1462",7,8,7.5,26287.4357621411,0.00826464737099405,26287.4357621411,0.00826464737099405,"7-8",0
"SW3-1468",0,1,0.5,2481566.04548287,0.182858632864775,13570953.7285997,1,"0-1",0.878048780487805
"SW3-1468",1,2,1.5,2781194.20327802,0.204937269619958,11089387.6831169,0.817141367135225,"1-2",0.634146341463415
"SW3-1468",2,3,2.5,2224894.9760928,0.163945366006517,8308193.47983886,0.612204097515267,"2-3",0.390243902439024
"SW3-1468",3,4,3.5,5837829.71414602,0.430170924674457,6083298.50374606,0.44825873150875,"3-4",0.146341463414634
"SW3-1468",4,4.2,4.1,245468.789600043,0.0180878068342932,245468.789600043,0.0180878068342932,"4-4.2",0
